filename,label,brightness,mean_R,mean_G,mean_B,saturation
battery_original_000000.jpg,battery,0.8898994233042504,0.889477973734577,0.8899126361524934,0.8910104574501946,0.0016399943775127308
battery_original_000001.jpg,battery,0.46924990744430206,0.545449885384861,0.45255386059928543,0.4103297493382841,0.16085243665850993
battery_original_000002.jpg,battery,0.7431475817573162,0.7413802606543641,0.7438320266867681,0.7415651106317599,0.015422895663009133
battery_original_000003.jpg,battery,0.8882410533320773,0.8813270851292886,0.892125589920744,0.8700749058641197,0.030264884796889387
battery_original_000004.jpg,battery,0.7603646174642968,0.7605518807029217,0.760597469322853,0.7575022643738825,0.0032998985477803618
battery_original_000005.jpg,battery,0.8948057833446467,0.8946939502203477,0.8948973660887051,0.8942266743822894,0.0007617130263106703
battery_original_000006.jpg,battery,0.691833287638014,0.6261073596599823,0.7065748808277174,0.7392760605564317,0.15814333422716567
battery_original_000007.jpg,battery,0.9621998893115327,0.9645886975436875,0.9614937201721956,0.9621662090473013,0.003647226643872086
battery_original_000008.jpg,battery,0.6601639403553324,0.6667766148370698,0.6575490906521272,0.6666198370308343,0.017067554529428337
battery_original_000009.jpg,battery,0.6112158131899658,0.609914670779026,0.6116862236173101,0.610383096721208,0.00529717786187712
battery_original_000010.jpg,battery,0.47505806186414323,0.5927201966108137,0.44753591945251686,0.40135677264930364,0.2735957815186864
battery_original_000011.jpg,battery,0.970201468873733,0.9716659616504608,0.9698337794589073,0.9695335117629365,0.0031029224990686125
battery_original_000012.jpg,battery,0.8501234032516752,0.8834179876213641,0.8433195359214395,0.8195046447148074,0.06828200914329048
battery_original_000013.jpg,battery,0.7377942196689019,0.7695099327633769,0.7321960331984972,0.6998656977320302,0.08941276016091845
battery_original_000014.jpg,battery,0.9568388259716347,0.9587009693124411,0.9565131407453694,0.9545820957490108,0.006276889113908335
battery_original_000015.jpg,battery,0.8793680551962196,0.9157613186127335,0.8730762037497808,0.8345361834732387,0.08218192871296595
battery_original_000016.jpg,battery,0.5161116986836937,0.5337914401099134,0.514034038225355,0.4846195105952567,0.05087130888474802
battery_original_000017.jpg,battery,0.9433099574863031,0.9423203964603317,0.9440286142377327,0.9390957366547684,0.005212182427225436
battery_original_000018.jpg,battery,0.9360466734486315,0.9270726424568464,0.9374054013278639,0.9490140473869318,0.0258059024241173
battery_original_000019.jpg,battery,0.7940771154308747,0.7907199801053058,0.7945531488687314,0.7992482241027298,0.008643725776807176
battery_original_000020.jpg,battery,0.9680532013413679,0.9624139817367033,0.9721016882768232,0.9445032237042874,0.027900502519428744
battery_original_000021.jpg,battery,0.8728601141297688,0.8485087080663815,0.879086968141102,0.8828460007977577,0.06220346762688381
battery_original_000022.jpg,battery,0.9318706781283462,0.9317130706461657,0.9318003191794659,0.9330333186552868,0.001999353982029074
battery_original_000023.jpg,battery,0.4980489172757082,0.4690541623570831,0.5081587986363977,0.48319144563591004,0.05804326443998866
battery_original_000024.jpg,battery,0.9440258573311426,0.9436965100432388,0.9438487187568414,0.9467541684925135,0.0034028285151599426
battery_original_000025.jpg,battery,0.945734953937195,0.9457969075573394,0.9455980837656032,0.9469104293390825,0.0013152401873719754
battery_original_000026.jpg,battery,0.9433015435966413,0.9421018696796094,0.9433162232579655,0.9466916805960571,0.006292470486591964
battery_original_000027.jpg,battery,0.8500500610991063,0.8502026164573738,0.8511108532063892,0.8390749059370797,0.018243604631063504
battery_original_000028.jpg,battery,0.8605278946899175,0.8514967821534491,0.8628092626552936,0.864508765308078,0.014376456590883865
battery_original_000029.jpg,battery,0.7752942319516473,0.7926371308110686,0.7762408796634496,0.7147866344391581,0.14099104137018725
battery_original_000030.jpg,battery,0.8068723423542717,0.7953803016874595,0.8085180519058138,0.8244135077984385,0.03254553812212748
battery_original_000031.jpg,battery,0.8920941874102692,0.8928100871600515,0.8917445214508269,0.8934537204276949,0.006561049495672889
battery_original_000032.jpg,battery,0.9612287303311399,0.9586715370626206,0.9619549417622233,0.9615598248077443,0.00445977850387182
battery_original_000033.jpg,battery,0.8960133240817476,0.8955989238752803,0.895437028804294,0.9029528758898576,0.04056534809258496
battery_original_000034.jpg,battery,0.8254710093210038,0.8224735330673953,0.8267281704543609,0.821831489613492,0.006832631997068521
battery_original_000035.jpg,battery,0.9018344185942287,0.9075044938258815,0.900913606879979,0.8942596296018293,0.013710511820831158
battery_original_000036.jpg,battery,0.7495032535457515,0.71864358446004,0.7538094221482626,0.7977285886702612,0.08707612517038774
battery_original_000037.jpg,battery,0.7395447790225647,0.8689819144050246,0.7022898457324078,0.7277110481904611,0.17257026499138162
battery_original_000038.jpg,battery,0.7874980926115946,0.6979524692346802,0.803880158729799,0.8888672308450312,0.1995321538698247
battery_original_000039.jpg,battery,0.8843922937612724,0.8927469398073882,0.88295807441016,0.8739994815419403,0.019026511902008127
battery_original_000040.jpg,battery,0.7329917951145716,0.7338122474318296,0.7327427981004166,0.733044310322742,0.001592090488844065
battery_original_000041.jpg,battery,0.9811297411684464,0.9811558282629436,0.9811540787671511,0.9808113691061168,0.0005518608585804037
battery_original_000042.jpg,battery,0.9184712878475341,0.9185003219132076,0.918468447955642,0.9184138942234563,0.0001323515285419088
battery_original_000043.jpg,battery,0.8883991216533307,0.888424079924499,0.888231873708835,0.8899850515682957,0.0017796857245855665
battery_original_000044.jpg,battery,0.9357163643363682,0.9330204618707935,0.9362980890299414,0.937889920898813,0.005180524108671597
battery_original_000045.jpg,battery,0.8106969042511202,0.8248485759465924,0.7994404870665333,0.8806776340509215,0.08757507362391669
battery_original_000046.jpg,battery,0.8887903544054717,0.8932646799347744,0.8894922696668514,0.868638560328247,0.029361468821242003
battery_original_000047.jpg,battery,0.9389847425726577,0.9278580011848839,0.9412946947751749,0.9488584282761439,0.022993051420352923
battery_original_000048.jpg,battery,0.5611261983958391,0.5945588612825535,0.5564017630943832,0.5094676706737129,0.10393648484743674
battery_original_000049.jpg,battery,0.8676530861803489,0.8669374093946255,0.8679589360414769,0.866727653813015,0.002266520725205504
battery_original_000050.jpg,battery,0.9314477705226313,0.9109244516464063,0.9356127859077754,0.9506093968009363,0.04245099977921705
battery_original_000051.jpg,battery,0.9564324511183717,0.9620828531874828,0.9567543261145106,0.9365852970001497,0.026518057365183027
battery_original_000052.jpg,battery,0.6574908351425786,0.6729223209667827,0.6548802352192904,0.6379129217927441,0.0560895942720666
battery_original_000053.jpg,battery,0.8774656750637408,0.8760222301242733,0.8780611136765966,0.8758117952579135,0.005450532829917976
battery_original_000054.jpg,battery,0.9118553411192969,0.8992591292351314,0.921536957081915,0.8529159092986088,0.07081241230597057
battery_original_000055.jpg,battery,0.8361296620683135,0.8342562159720228,0.8358455817173132,0.8444700001899134,0.010958332839338987
battery_original_000056.jpg,battery,0.49634341540067906,0.5184944234573887,0.4929274447836494,0.46495223880389985,0.05803429365203179
battery_original_000057.jpg,battery,0.9241247633417253,0.9226871871201752,0.9244606034042369,0.9250294091996836,0.0039786628616920935
battery_original_000058.jpg,battery,0.7908003696871159,0.7890750676284873,0.7905345158119375,0.7985232344549523,0.00956887496421601
battery_original_000059.jpg,battery,0.9337290181021488,0.9335977938212674,0.9338438715524732,0.9329761609776713,0.001065174877378412
battery_original_000060.jpg,battery,0.6137484268080131,0.6137141586847465,0.6137597762695802,0.6137368119867797,0.00004561758483355217
battery_original_000061.jpg,battery,0.8499649920803427,0.850299768553907,0.8499238485265869,0.8493865468338019,0.0009835416420587882
battery_original_000062.jpg,battery,0.9166900416397212,0.91225343025648,0.9173767753281479,0.9229520477179243,0.011147494606142014
battery_original_000063.jpg,battery,0.9705969578174798,0.9734704429449956,0.9704834296907408,0.9632544118018372,0.012511670002768871
battery_original_000064.jpg,battery,0.8489906129322923,0.850152868149005,0.848004099570698,0.8553536146706129,0.007398396301373842
battery_original_000065.jpg,battery,0.8352256491752225,0.8348097564587449,0.8350002970589329,0.83868742596087,0.0042511833515210045
battery_original_000066.jpg,battery,0.5614366825212775,0.5783018395459399,0.5542497420596519,0.5830412780622778,0.1396532525002721
battery_original_000067.jpg,battery,0.9369936567256393,0.9355442082527263,0.9375492311631423,0.9357530166133547,0.0032077635398882827
